ID,receiver_country,receiver_region,receiver_name,receiver_category,receiver_category_subcode
1392,Palestine,ASIA; MENA; MEA,,State institutions / political system,Political parties
1392,Palestine,ASIA; MENA; MEA,,Critical infrastructure,Finance
1392,Palestine,ASIA; MENA; MEA,,Social groups,Advocacy / activists (e.g. human rights organizations)
1392,Palestine,ASIA; MENA; MEA,,Media,
1392,Turkey,ASIA; NATO; MEA,,State institutions / political system,Political parties
1392,Turkey,ASIA; NATO; MEA,,Critical infrastructure,Finance
1392,Turkey,ASIA; NATO; MEA,,Social groups,Advocacy / activists (e.g. human rights organizations)
1392,Turkey,ASIA; NATO; MEA,,Media,
1393,Unknown,,,State institutions / political system,
1394,Eastern Europe,,,State institutions / political system,Government / ministries
1394,Eastern Europe,,,State institutions / political system,Military
1394,Eastern Europe,,,Critical infrastructure,Defence industry
1395,Hong Kong,ASIA,,Social groups,Advocacy / activists (e.g. human rights organizations)
1396,Turkey,ASIA; NATO; MEA,,State institutions / political system,Government / ministries
1396,Turkey,ASIA; NATO; MEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1396,Turkey,ASIA; NATO; MEA,,State institutions / political system,Civil service / administration
1397,Pakistan,ASIA; SASIA; SCO,,Unknown,
1397,Pakistan,ASIA; SASIA; SCO,,Critical infrastructure,Telecommunications
1397,Armenia,ASIA; CENTAS; CSTO,,Unknown,
1397,Armenia,ASIA; CENTAS; CSTO,,Critical infrastructure,Telecommunications
1398,United States,NATO; NORTHAM,News Corp,Media,
1399,Taiwan,ASIA; SCS,,Critical infrastructure,Finance
1400,United States,NATO; NORTHAM,,Critical infrastructure,Energy
1400,United States,NATO; NORTHAM,,Critical infrastructure,Health
1400,United States,NATO; NORTHAM,,Critical infrastructure,Finance
1400,United States,NATO; NORTHAM,,Critical infrastructure,Defence industry
1400,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1400,United States,NATO; NORTHAM,,Science,
1400,Global (region),,,Critical infrastructure,Energy
1400,Global (region),,,Critical infrastructure,Health
1400,Global (region),,,Critical infrastructure,Finance
1400,Global (region),,,Critical infrastructure,Defence industry
1400,Global (region),,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1400,Global (region),,,Science,
1401,United States,NATO; NORTHAM,,State institutions / political system,Government / ministries
1402,India,ASIA; SASIA; SCO,Not available,State institutions / political system,Military
1403,Philippines,ASIA; SCS; SEA,,State institutions / political system,Government / ministries
1403,Philippines,ASIA; SCS; SEA,,State institutions / political system,Legislative
1403,Philippines,ASIA; SCS; SEA,,State institutions / political system,Civil service / administration
1403,Philippines,ASIA; SCS; SEA,,State institutions / political system,Military
1403,Philippines,ASIA; SCS; SEA,,State institutions / political system,Police
1403,Philippines,ASIA; SCS; SEA,,State institutions / political system,Political parties
1403,Malaysia,ASIA; SCS; SEA,,State institutions / political system,Government / ministries
1403,Malaysia,ASIA; SCS; SEA,,State institutions / political system,Legislative
1403,Malaysia,ASIA; SCS; SEA,,State institutions / political system,Civil service / administration
1403,Malaysia,ASIA; SCS; SEA,,State institutions / political system,Military
1403,Malaysia,ASIA; SCS; SEA,,State institutions / political system,Police
1403,Malaysia,ASIA; SCS; SEA,,State institutions / political system,Political parties
1403,Thailand,ASIA; SEA,,State institutions / political system,Government / ministries
1403,Thailand,ASIA; SEA,,State institutions / political system,Legislative
1403,Thailand,ASIA; SEA,,State institutions / political system,Civil service / administration
1403,Thailand,ASIA; SEA,,State institutions / political system,Military
1403,Thailand,ASIA; SEA,,State institutions / political system,Police
1403,Thailand,ASIA; SEA,,State institutions / political system,Political parties
1403,Vietnam,ASIA; SCS; SEA,,State institutions / political system,Government / ministries
1403,Vietnam,ASIA; SCS; SEA,,State institutions / political system,Legislative
1403,Vietnam,ASIA; SCS; SEA,,State institutions / political system,Civil service / administration
1403,Vietnam,ASIA; SCS; SEA,,State institutions / political system,Military
1403,Vietnam,ASIA; SCS; SEA,,State institutions / political system,Police
1403,Vietnam,ASIA; SCS; SEA,,State institutions / political system,Political parties
1403,Indonesia,ASIA; SCS; SEA,,State institutions / political system,Government / ministries
1403,Indonesia,ASIA; SCS; SEA,,State institutions / political system,Legislative
1403,Indonesia,ASIA; SCS; SEA,,State institutions / political system,Civil service / administration
1403,Indonesia,ASIA; SCS; SEA,,State institutions / political system,Military
1403,Indonesia,ASIA; SCS; SEA,,State institutions / political system,Police
1403,Indonesia,ASIA; SCS; SEA,,State institutions / political system,Political parties
1404,Laos,ASIA; SEA,,State institutions / political system,Government / ministries
1404,Laos,ASIA; SEA,,Critical infrastructure,Telecommunications
1405,Cambodia,ASIA; SEA,,State institutions / political system,Government / ministries
1405,Cambodia,ASIA; SEA,,Critical infrastructure,Transportation
1406,Belgium,EUROPE; EU; NATO; WESTEU,,State institutions / political system,Government / ministries
1407,United Kingdom,EUROPE; NATO; NORTHEU,,State institutions / political system,Military
1408,Russia,EUROPE; EASTEU; CSTO; SCO,,State institutions / political system,Government / ministries
1409,"Korea, Republic of",ASIA; SCS; NEA,,Critical infrastructure,Energy
1410,Israel,ASIA; MENA; MEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1411,Unknown,,,State institutions / political system,Government / ministries
1411,Unknown,,,Social groups,Other social groups
1411,Unknown,,,Media,
1411,Unknown,,,Science,
1411,"Korea, Republic of",ASIA; SCS; NEA,,State institutions / political system,Government / ministries
1411,"Korea, Republic of",ASIA; SCS; NEA,,Social groups,Other social groups
1411,"Korea, Republic of",ASIA; SCS; NEA,,Media,
1411,"Korea, Republic of",ASIA; SCS; NEA,,Science,
1412,Israel,ASIA; MENA; MEA,,Critical infrastructure,Energy
1412,Israel,ASIA; MENA; MEA,,Critical infrastructure,Defence industry
1412,Israel,ASIA; MENA; MEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1413,Bahrain,ASIA; MENA; MEA; GULFC,,Unknown,
1413,Bahrain,ASIA; MENA; MEA; GULFC,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1413,Middle East (region),,,Unknown,
1413,Middle East (region),,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1414,India,ASIA; SASIA; SCO,,Critical infrastructure,Transportation
1414,Singapore,ASIA,,Critical infrastructure,Transportation
1414,Malaysia,ASIA; SCS; SEA,,Critical infrastructure,Transportation
1414,Finland,EUROPE; EU; NORTHEU,,Critical infrastructure,Transportation
1416,"Korea, Republic of",ASIA; SCS; NEA,,Social groups,Advocacy / activists (e.g. human rights organizations)
1416,"Korea, Republic of",ASIA; SCS; NEA,,Social groups,Political opposition / dissidents / expats
1416,"Korea, Republic of",ASIA; SCS; NEA,,Media,
1417,United States,NATO; NORTHAM,Colonial Pipeline,Critical infrastructure,Energy
1418,Pakistan,ASIA; SASIA; SCO,,State institutions / political system,Government / ministries
1418,Pakistan,ASIA; SASIA; SCO,,Science,
1420,Puerto Rico,,,State institutions / political system,Legislative
1421,"Iran, Islamic Republic of",ASIA; MENA; MEA,Islamic Republic of Iran Broadcasting (IRIB),Media,
1422,"Iran, Islamic Republic of",ASIA; MENA; MEA,,Media,
1425,Ukraine,EUROPE; EASTEU,,State institutions / political system,Police
1426,Russia,EUROPE; EASTEU; CSTO; SCO,SberBank,Critical infrastructure,Finance
1426,Russia,EUROPE; EASTEU; CSTO; SCO,Investigative Committee of the Russian Federation (SKR),State institutions / political system,Intelligence agencies
1426,Russia,EUROPE; EASTEU; CSTO; SCO,Federal Security Service (FSB; Russia),State institutions / political system,Intelligence agencies
1426,Belarus,EUROPE; EASTEU; CSTO,,State institutions / political system,
1426,Belarus,EUROPE; EASTEU; CSTO,,Critical infrastructure,
1426,Russia,EUROPE; EASTEU; CSTO; SCO,,State institutions / political system,
1426,Russia,EUROPE; EASTEU; CSTO; SCO,,Critical infrastructure,
1427,Belarus,EUROPE; EASTEU; CSTO,Volozhinsky District Executive Committee (Belarus),State institutions / political system,Government / ministries
1427,Belarus,EUROPE; EASTEU; CSTO,Ministry of Education (Belarus),State institutions / political system,Government / ministries
1427,Belarus,EUROPE; EASTEU; CSTO,Ministry of Justice (Belarus),State institutions / political system,Government / ministries
1427,Belarus,EUROPE; EASTEU; CSTO,Ministry of Internal Affairs (Belarus),State institutions / political system,Government / ministries
1428,,,Conti Ransomware Operation,Social groups,Criminal
1429,Russia,EUROPE; EASTEU; CSTO; SCO,,Science,
1431,Russia,EUROPE; EASTEU; CSTO; SCO,Not available,State institutions / political system,Civil service / administration
1431,Russia,EUROPE; EASTEU; CSTO; SCO,Not available,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1432,Germany,EUROPE; NATO; EU; WESTEU,Rosneft,Critical infrastructure,Energy
1433,Israel,ASIA; MENA; MEA,,State institutions / political system,Government / ministries
1435,Russia,EUROPE; EASTEU; CSTO; SCO,Transneft,Critical infrastructure,Energy
1436,Switzerland,EUROPE; WESTEU,Nestlé,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1436,France,EUROPE; NATO; EU; WESTEU,Auchan,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1436,France,EUROPE; NATO; EU; WESTEU,Decathlon,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1436,France,EUROPE; NATO; EU; WESTEU,Leroy Merlin,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1437,Russia,EUROPE; EASTEU; CSTO; SCO,Central Bank (Russia),State institutions / political system,"Other (e.g., embassies)"
1437,Russia,EUROPE; EASTEU; CSTO; SCO,Central Bank (Russia),Critical infrastructure,Finance
1438,Belarus,EUROPE; EASTEU; CSTO,,Critical infrastructure,Energy
1438,Belarus,EUROPE; EASTEU; CSTO,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1438,Russia,EUROPE; EASTEU; CSTO; SCO,,Critical infrastructure,Energy
1438,Russia,EUROPE; EASTEU; CSTO; SCO,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1439,Ukraine,EUROPE; EASTEU,Not available,State institutions / political system,Military
1439,Ukraine,EUROPE; EASTEU,Not available,Critical infrastructure,Energy
1439,Ukraine,EUROPE; EASTEU,Not available,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1439,Russia,EUROPE; EASTEU; CSTO; SCO,Not available,State institutions / political system,Military
1439,Russia,EUROPE; EASTEU; CSTO; SCO,Not available,Critical infrastructure,Energy
1439,Russia,EUROPE; EASTEU; CSTO; SCO,Not available,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1439,Belarus,EUROPE; EASTEU; CSTO,Not available,State institutions / political system,Military
1439,Belarus,EUROPE; EASTEU; CSTO,Not available,Critical infrastructure,Energy
1439,Belarus,EUROPE; EASTEU; CSTO,Not available,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1440,Russia,EUROPE; EASTEU; CSTO; SCO,Russian Orthodox Church,Social groups,Religious
1441,Russia,EUROPE; EASTEU; CSTO; SCO,64th Motor Rifle Brigade,State institutions / political system,Military
1443,Russia,EUROPE; EASTEU; CSTO; SCO,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1443,Russia,EUROPE; EASTEU; CSTO; SCO,Synesis Surveillance System,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1443,Russia,EUROPE; EASTEU; CSTO; SCO,Tendertech,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1443,Russia,EUROPE; EASTEU; CSTO; SCO,GUOV i GS – General Dept. of Troops and Civil Construction,Critical infrastructure,Defence industry
1444,Finland,EUROPE; EU; NORTHEU,,State institutions / political system,Government / ministries
1445,Russia,EUROPE; EASTEU; CSTO; SCO,Ministry of Culture (Russia),State institutions / political system,Government / ministries
1445,Russia,EUROPE; EASTEU; CSTO; SCO,Not available,State institutions / political system,Civil service / administration
1446,Russia,EUROPE; EASTEU; CSTO; SCO,Technotec,Critical infrastructure,Energy
1446,Russia,EUROPE; EASTEU; CSTO; SCO,Gazregion,Critical infrastructure,Energy
1446,Russia,EUROPE; EASTEU; CSTO; SCO,Gazprom Linde Engineering,Critical infrastructure,Energy
1447,Israel,ASIA; MENA; MEA,,Media,
1448,Ukraine,EUROPE; EASTEU,Ministry of Foreign Affairs (Ukraine),State institutions / political system,Government / ministries
1448,Ukraine,EUROPE; EASTEU,State Emergency Service (Ukraine),State institutions / political system,Government / ministries
1448,Ukraine,EUROPE; EASTEU,Ministry of Defence (Ukraine),State institutions / political system,Government / ministries
1448,Ukraine,EUROPE; EASTEU,Ministry of Education and Science (Ukraine),State institutions / political system,Government / ministries
1448,Ukraine,EUROPE; EASTEU,Cabinet of Ministers (Ukraine),State institutions / political system,Government / ministries
1450,Palestine,ASIA; MENA; MEA,,State institutions / political system,Military
1450,Palestine,ASIA; MENA; MEA,,Social groups,Political opposition / dissidents / expats
1450,Palestine,ASIA; MENA; MEA,,Media,
1450,Syria,ASIA; MENA; MEA,,State institutions / political system,Military
1450,Syria,ASIA; MENA; MEA,,Social groups,Political opposition / dissidents / expats
1450,Syria,ASIA; MENA; MEA,,Media,
1450,Iraq,ASIA; MENA; MEA,,State institutions / political system,Military
1450,Iraq,ASIA; MENA; MEA,,Social groups,Political opposition / dissidents / expats
1450,Iraq,ASIA; MENA; MEA,,Media,
1450,Turkey,ASIA; NATO; MEA,,State institutions / political system,Military
1450,Turkey,ASIA; NATO; MEA,,Social groups,Political opposition / dissidents / expats
1450,Turkey,ASIA; NATO; MEA,,Media,
1450,Lebanon,ASIA; MENA; MEA,,State institutions / political system,Military
1450,Lebanon,ASIA; MENA; MEA,,Social groups,Political opposition / dissidents / expats
1450,Lebanon,ASIA; MENA; MEA,,Media,
1450,Libya,AFRICA; MENA; MEA; NAF,,State institutions / political system,Military
1450,Libya,AFRICA; MENA; MEA; NAF,,Social groups,Political opposition / dissidents / expats
1450,Libya,AFRICA; MENA; MEA; NAF,,Media,
1451,Japan,ASIA; SCS; NEA,,State institutions / political system,Government / ministries
1451,Japan,ASIA; SCS; NEA,,Critical infrastructure,Transportation
1452,Indonesia,ASIA; SCS; SEA,,State institutions / political system,Government / ministries
1454,France,EUROPE; NATO; EU; WESTEU,,State institutions / political system,Civil service / administration
1454,France,EUROPE; NATO; EU; WESTEU,,Science,
1455,Asia (region),,,State institutions / political system,Civil service / administration
1455,Asia (region),,,Critical infrastructure,Defence industry
1455,Africa,,,State institutions / political system,Civil service / administration
1455,Africa,,,Critical infrastructure,Defence industry
1455,Europe (region),,,State institutions / political system,Civil service / administration
1455,Europe (region),,,Critical infrastructure,Defence industry
1455,North America,,,State institutions / political system,Civil service / administration
1455,North America,,,Critical infrastructure,Defence industry
1468,Ukraine,EUROPE; EASTEU,,State institutions / political system,Government / ministries
1493,Israel,ASIA; MENA; MEA,Not available,Unknown,
1493,Australia,OC,Not available,Unknown,
1493,Canada,NATO; NORTHAM,Not available,Unknown,
1493,"Iran, Islamic Republic of",ASIA; MENA; MEA,Not available,Unknown,
1493,United Kingdom,EUROPE; NATO; NORTHEU,Not available,Unknown,
1493,Middle East (region),,Not available,State institutions / political system,Government / ministries
1493,Middle East (region),,Not available,Critical infrastructure,Telecommunications
1493,Middle East (region),,Not available,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1493,Middle East (region),,Not available,Media,
1493,Middle East (region),,Not available,State institutions / political system,Military
1493,Middle East (region),,Not available,State institutions / political system,"Other (e.g., embassies)"
1493,Middle East (region),,Not available,Critical infrastructure,Energy
1493,United States,NATO; NORTHAM,Not available,State institutions / political system,Government / ministries
1493,United States,NATO; NORTHAM,Not available,Critical infrastructure,Telecommunications
1493,United States,NATO; NORTHAM,Not available,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1493,United States,NATO; NORTHAM,Not available,Media,
1493,United States,NATO; NORTHAM,Not available,State institutions / political system,Military
1493,United States,NATO; NORTHAM,Not available,State institutions / political system,Civil service / administration
1493,United States,NATO; NORTHAM,Not available,State institutions / political system,"Other (e.g., embassies)"
1493,United States,NATO; NORTHAM,Not available,Critical infrastructure,Transportation
1493,United States,NATO; NORTHAM,Not available,Critical infrastructure,Health
1493,United States,NATO; NORTHAM,Not available,Critical infrastructure,Energy
1500,Mexico,,Secretariat of National Defense (SEDENA; Mexico),State institutions / political system,Government / ministries
1500,El Salvador,CENTAM,National Civil Police (El Salvador),State institutions / political system,Police
1500,Colombia,SOUTHAM,General Command of the Armed Forces (Colombia),State institutions / political system,Military
1500,El Salvador,CENTAM,El Salvador’s Armed Forces,State institutions / political system,Military
1500,Peru,SOUTHAM,Peruvian Army,State institutions / political system,Military
1500,Chile,SOUTHAM,Chief of the Joint Chiefs of Defence (Chile),State institutions / political system,Military
1500,Peru,SOUTHAM,Joint Command of the Armed Forces of Peru (CCFFAA),State institutions / political system,Military
1501,Albania,EUROPE; BALKANS; NATO; WBALKANS,Albanian State Police,State institutions / political system,Police
1501,Albania,EUROPE; BALKANS; NATO; WBALKANS,Gledis Nano,State institutions / political system,Police
1502,Albania,EUROPE; BALKANS; NATO; WBALKANS,e-Albania,State institutions / political system,Civil service / administration
1502,Albania,EUROPE; BALKANS; NATO; WBALKANS,Albanian Government,State institutions / political system,Government / ministries
1503,"Iran, Islamic Republic of",ASIA; MENA; MEA,Central Bank (Iran),State institutions / political system,"Other (e.g., embassies)"
1503,"Iran, Islamic Republic of",ASIA; MENA; MEA,Central Bank (Iran),Critical infrastructure,Finance
1503,"Iran, Islamic Republic of",ASIA; MENA; MEA,Government Spokesman Office (Iran),State institutions / political system,Government / ministries
1503,"Iran, Islamic Republic of",ASIA; MENA; MEA,Office of the Supreme Leader (Iran),State institutions / political system,Government / ministries
1503,"Iran, Islamic Republic of",ASIA; MENA; MEA,President of the Islamic Republic of Iran,State institutions / political system,Government / ministries
1503,"Iran, Islamic Republic of",ASIA; MENA; MEA,Fars News Agency,Media,
1503,"Iran, Islamic Republic of",ASIA; MENA; MEA,Islamic Republic of Iran Broadcasting (IRIB),Media,
1503,"Iran, Islamic Republic of",ASIA; MENA; MEA,Forensic Research Center (Iran),Science,
1503,"Iran, Islamic Republic of",ASIA; MENA; MEA,,State institutions / political system,Civil service / administration
1504,United States,NATO; NORTHAM,Administrative Office of the U.S. Courts (AO),State institutions / political system,Judiciary
1508,Russia,EUROPE; EASTEU; CSTO; SCO,Ministry of Defence (Russia),State institutions / political system,Government / ministries
1511,Ukraine,EUROPE; EASTEU,Not available,Unknown,
1511,Ukraine,EUROPE; EASTEU,Not available,Critical infrastructure,Energy
1512,Ukraine,EUROPE; EASTEU,Ukrainian Central Election Commission,State institutions / political system,Election infrastructure / related systems
1513,,,,Social groups,Religious
1514,Poland,EUROPE; NATO; EU; EASTEU,,Critical infrastructure,Telecommunications
1514,Hungary,EUROPE; NATO; EU; EASTEU,,Critical infrastructure,Telecommunications
1514,Greece,EUROPE; NATO; EU; BALKANS,,Critical infrastructure,Telecommunications
1514,Italy,EUROPE; NATO; EU,,Critical infrastructure,Telecommunications
1514,Germany,EUROPE; NATO; EU; WESTEU,,Critical infrastructure,Telecommunications
1514,France,EUROPE; NATO; EU; WESTEU,,Critical infrastructure,Telecommunications
1514,Ukraine,EUROPE; EASTEU,,Critical infrastructure,Telecommunications
1520,Russia,EUROPE; EASTEU; CSTO; SCO,VGTRK,Critical infrastructure,Telecommunications
1520,Russia,EUROPE; EASTEU; CSTO; SCO,Ivi,Critical infrastructure,Telecommunications
1520,Russia,EUROPE; EASTEU; CSTO; SCO,Moscow 24,Critical infrastructure,Telecommunications
1520,Russia,EUROPE; EASTEU; CSTO; SCO,Russia 24,Critical infrastructure,Telecommunications
1520,Russia,EUROPE; EASTEU; CSTO; SCO,Rostelecom,Critical infrastructure,Telecommunications
1520,Russia,EUROPE; EASTEU; CSTO; SCO,Channel One,Critical infrastructure,Telecommunications
1520,Russia,EUROPE; EASTEU; CSTO; SCO,Wink,Critical infrastructure,Telecommunications
1533,Russia,EUROPE; EASTEU; CSTO; SCO,Mosekspertiza,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1533,Russia,EUROPE; EASTEU; CSTO; SCO,Capital Legal Services (Russia),Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1538,Europe (region),,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1538,India,ASIA; SASIA; SCO,,Critical infrastructure,Defence industry
1538,Japan,ASIA; SCS; NEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1538,Brazil,SOUTHAM,,Critical infrastructure,Health
1538,Kazakhstan,ASIA; CSTO; SCO,,Critical infrastructure,Finance
1538,United States,NATO; NORTHAM,,Critical infrastructure,Finance
1538,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1538,Not available,,,Unknown,
1538,Not available,,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1538,United States,NATO; NORTHAM,,State institutions / political system,Civil service / administration
1538,United States,NATO; NORTHAM,,Critical infrastructure,Finance
1538,United States,NATO; NORTHAM,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1538,United States,NATO; NORTHAM,,Media,
1539,Middle East (region),,,State institutions / political system,Government / ministries
1539,Africa,,,Critical infrastructure,Finance
1542,Global (region),,,Unknown,
1542,Global (region),,,Critical infrastructure,
1543,Russia,EUROPE; EASTEU; CSTO; SCO,,State institutions / political system,Government / ministries
1543,Russia,EUROPE; EASTEU; CSTO; SCO,Unisoftware,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1544,Brazil,SOUTHAM,Mimoso do Sul City Hall,State institutions / political system,Civil service / administration
1546,United Kingdom,EUROPE; NATO; NORTHEU,Steven Downes,Media,
1553,Netherlands,EUROPE; NATO; EU; WESTEU,Not available,Critical infrastructure,Space
1554,Costa Rica,CENTAM,Not available,Critical infrastructure,Health
1554,Costa Rica,CENTAM,Not available,State institutions / political system,Civil service / administration
1554,Costa Rica,CENTAM,Not available,Critical infrastructure,Energy
1554,Costa Rica,CENTAM,Not available,Unknown,
1554,Costa Rica,CENTAM,Not available,State institutions / political system,Government / ministries
1554,Costa Rica,CENTAM,Not available,State institutions / political system,Government / ministries
1554,Costa Rica,CENTAM,Not available,Critical infrastructure,
1554,Costa Rica,CENTAM,Not available,State institutions / political system,Civil service / administration
1554,Costa Rica,CENTAM,Not available,Critical infrastructure,Telecommunications
1554,Costa Rica,CENTAM,Not available,State institutions / political system,Government / ministries
1555,United Kingdom,EUROPE; NATO; NORTHEU,Gloucester City Council,State institutions / political system,Civil service / administration
1558,United States,NATO; NORTHAM,,Critical infrastructure,Defence industry
1562,Turkey,ASIA; NATO; MEA,,State institutions / political system,Military
1562,Turkey,ASIA; NATO; MEA,,Critical infrastructure,Telecommunications
1562,Turkey,ASIA; NATO; MEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1562,Turkey,ASIA; NATO; MEA,,Media,
1562,Turkey,ASIA; NATO; MEA,,Science,
1562,Egypt,MENA; MEA; AFRICA; NAF,,State institutions / political system,Military
1562,Egypt,MENA; MEA; AFRICA; NAF,,Critical infrastructure,Telecommunications
1562,Egypt,MENA; MEA; AFRICA; NAF,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1562,Egypt,MENA; MEA; AFRICA; NAF,,Media,
1562,Egypt,MENA; MEA; AFRICA; NAF,,Science,
1562,Saudi Arabia,ASIA; MENA; MEA; GULFC,,State institutions / political system,Military
1562,Saudi Arabia,ASIA; MENA; MEA; GULFC,,Critical infrastructure,Telecommunications
1562,Saudi Arabia,ASIA; MENA; MEA; GULFC,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1562,Saudi Arabia,ASIA; MENA; MEA; GULFC,,Media,
1562,Saudi Arabia,ASIA; MENA; MEA; GULFC,,Science,
1562,Lebanon,ASIA; MENA; MEA,,State institutions / political system,Military
1562,Lebanon,ASIA; MENA; MEA,,Critical infrastructure,Telecommunications
1562,Lebanon,ASIA; MENA; MEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1562,Lebanon,ASIA; MENA; MEA,,Media,
1562,Lebanon,ASIA; MENA; MEA,,Science,
1562,Kuwait,ASIA; MENA; MEA; GULFC,,State institutions / political system,Military
1562,Kuwait,ASIA; MENA; MEA; GULFC,,Critical infrastructure,Telecommunications
1562,Kuwait,ASIA; MENA; MEA; GULFC,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1562,Kuwait,ASIA; MENA; MEA; GULFC,,Media,
1562,Kuwait,ASIA; MENA; MEA; GULFC,,Science,
1562,Jordan,ASIA; MENA; MEA,,State institutions / political system,Military
1562,Jordan,ASIA; MENA; MEA,,Critical infrastructure,Telecommunications
1562,Jordan,ASIA; MENA; MEA,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1562,Jordan,ASIA; MENA; MEA,,Media,
1562,Jordan,ASIA; MENA; MEA,,Science,
1562,United Arab Emirates,ASIA; MENA; MEA; GULFC,,State institutions / political system,Military
1562,United Arab Emirates,ASIA; MENA; MEA; GULFC,,Critical infrastructure,Telecommunications
1562,United Arab Emirates,ASIA; MENA; MEA; GULFC,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
1562,United Arab Emirates,ASIA; MENA; MEA; GULFC,,Media,
1562,United Arab Emirates,ASIA; MENA; MEA; GULFC,,Science,
1563,Colombia,SOUTHAM,National Food and Drug Surveillance Institute (INVIMA; Colombia),State institutions / political system,Civil service / administration
1566,United States,NATO; NORTHAM,City of Tucson ,State institutions / political system,Civil service / administration
1567,United States,NATO; NORTHAM,Official Government Portal of Colorado,State institutions / political system,Civil service / administration
1567,United States,NATO; NORTHAM,Official Government Portal of Mississippi,State institutions / political system,Civil service / administration
1567,United States,NATO; NORTHAM,Official Government Portal of Kentucky,State institutions / political system,Civil service / administration
1569,Guatemala,CENTAM,Ministry of Foreign Affairs (Guatemala),State institutions / political system,Government / ministries
1573,United States,NATO; NORTHAM,Daniel K. Inouye International Airport (HNL),Critical infrastructure,Transportation
1573,United States,NATO; NORTHAM,Des Moines International Airport (DSM),Critical infrastructure,Transportation
1573,United States,NATO; NORTHAM,Denver International Airport (DEN),Critical infrastructure,Transportation
1573,United States,NATO; NORTHAM,LaGuardia Airport (LGA),Critical infrastructure,Transportation
1573,United States,NATO; NORTHAM,St. Louis Lambert International Airport (STL),Critical infrastructure,Transportation
1573,United States,NATO; NORTHAM,Indianapolis International Airport (IND),Critical infrastructure,Transportation
1573,United States,NATO; NORTHAM,Orlando International Airport (MCO),Critical infrastructure,Transportation
1573,United States,NATO; NORTHAM,Los Angeles International Airport (LAX),Critical infrastructure,Transportation
1573,United States,NATO; NORTHAM,,Critical infrastructure,Transportation
1573,United States,NATO; NORTHAM,Chicago Midway International Airport (MDW),Critical infrastructure,Transportation
1573,United States,NATO; NORTHAM,Phoenix Sky Harbor International Airport (PHX),Critical infrastructure,Transportation
1574,"Iran, Islamic Republic of",ASIA; MENA; MEA,Islamic Republic of Iran Broadcasting (IRIB),Media,
1580,Israel,ASIA; MENA; MEA,Not available,Unknown,
1580,Israel,ASIA; MENA; MEA,Not available,State institutions / political system,Government / ministries
1580,Israel,ASIA; MENA; MEA,Not available,Critical infrastructure,Finance
1580,Israel,ASIA; MENA; MEA,Not available,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),
