ID,name,description,start_date,end_date,inclusion_criteria,inclusion_criteria_subcode,source_incident_detection_disclosure,incident_type,receiver_name,receiver_country,receiver_region,receiver_category,receiver_category_subcode,initiator_name,initiator_country,initiator_category,initiator_category_subcode,number_of_attributions,attribution_date,attribution_type,attribution_basis,attributing_actor,attribution_it_company,attributing_country,attributed_initiator,attributed_initiator_country,attributed_initiator_category,attributed_initiator_subcategory,sources_attribution,cyber_conflict_issue,offline_conflict_issue,offline_conflict_name_HIIK,offline_conflict_intensity,offline_conflict_intensity_subcode,number_of_political_responses,political_response_date,political_response_type,political_response_type_subcode,political_response_country,political_response_actor,zero_days,zero_days_subcode,MITRE_initial_access,MITRE_impact,user_interaction,has_disruption,data_theft,disruption,hijacking,physical_effects_spatial,physical_effects_temporal,unweighted_cyber_intensity,target_multiplier,weighted_cyber_intensity,impact_indicator,impact_indicator_value,functional_impact,intelligence_impact,political_impact_affected_entities,political_impact_affected_entities_exact_value,political_impact_third_countries,political_impact_third_countries_exact_value,economic_impact,economic_impact_exact_value,economic_impact_currency,state_responsibility_indicator,IL_breach_indicator,IL_breach_indicator_subcode,evidence_for_sanctions_indicator,number_of_legal_responses,legal_response_date,legal_response_type,legal_response_type_subcode,legal_response_country,legal_response_actor,legal_attribution_reference,legal_attribution_reference_subcode,legal_response_indicator,casualties,sources_url
466,Anonymous attacks Romanias Authority for Qualifications,The website of Romania's National Authority for Qualifications is hacked and user and admin passwords are leaked. The website is later defaced by hackers of the hacker collective Anonymous.,2013-05-11,2013-05-11,"Attack on (inter alia) political target(s), not politicized",,Incident disclosed by attacker,Data theft & Doxing; Disruption,,['Romania'],"[['EUROPE', 'BALKANS', 'NATO', 'EU']]",[['State institutions / political system']],[['Civil service / administration']],['Anonymous'],['Unknown'],['Non-state-group'],['Hacktivist(s)'],1,,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Attacker confirms,,,,Anonymous,Unknown,Non-state-group,Hacktivist(s),[],Unknown,Unknown,,Unknown,,0,,,,,,No,,,,,True,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),Short-term disruption (< 24h; incident scores 1 point in intensity),none,none,none,2,Moderate - high political importance,2.0,,,,,,,,,,,,,,,,0,,,,,,,,,,['https://news.softpedia.com/news/Romania-s-National-Authority-for-Qualifications-Hacked-User-Data-Leaked-352508.shtml']
467,DDOS vs. Phillipines,"Taiwanese hackers launch DDoS attacks and deface Philippino websites, leak government data, in response to the Philippino coast guard opening fire on a Taiwanese vessel.",2013-05-13,2013-05-14,"Attack conducted by non-state group / non-state actor with political goals (religious, ethnic, etc. groups) / undefined actor with political goals",,Incident disclosed by attacker,Data theft & Doxing; Disruption,,['Philippines'],"[['ASIA', 'SCS', 'SEA']]",[['State institutions / political system']],[['Government / ministries']],,['Taiwan'],['Non-state-group'],['Hacktivist(s)'],1,,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Attacker confirms,,,,,Taiwan,Non-state-group,Hacktivist(s),[],International power,Unknown,,Unknown,,0,,,,,,No,,,,,True,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),Short-term disruption (< 24h; incident scores 1 point in intensity),none,none,none,2,Moderate - high political importance,2.0,,,,,,,,,,,,,,,,0,,,,,,,,,,['https://news.softpedia.com/news/Filipino-Government-Sites-Attacked-After-Philippines-Refuses-to-Apologize-to-Taiwan-352522.shtml']
468,Counter DDOS against Taiwan,Phillipino hackers launch DDoS attacks against Taiwanese government websites in response to Taiwanese hacking attacks.,2013-05-13,2013-05-13,"Attack on (inter alia) political target(s), not politicized",,Incident disclosed by attacker,Disruption,,['Taiwan'],"[['ASIA', 'SCS']]",[['State institutions / political system']],[['Government / ministries']],,['Philippines'],['Unknown - not attributed'],,1,,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Receiver attributes attacker,,,,,Philippines,Unknown - not attributed,,[],International power,Unknown,,Unknown,,0,,,,,,No,,,,,True,none,Short-term disruption (< 24h; incident scores 1 point in intensity),none,none,none,1,Moderate - high political importance,1.0,,,,,,,,,,,,,,,,0,,,,,,,,,,['https://news.softpedia.com/news/DDOS-Attacks-Launched-by-Filipino-Hackers-Disrupt-Several-Taiwan-Government-Sites-352676.shtml']
469,Anonymous vs. Phillipine National Telecommunication,"Filipino hackers, affiliated with Anonymous, deface the website of the Philippines National Telecommunications Commission, urging the government to ""defend it s sovereignity against Malaysian airstrikes in Sabah.",2013-05-18,2013-05-18,"Attack conducted by non-state group / non-state actor with political goals (religious, ethnic, etc. groups) / undefined actor with political goals",,Incident disclosed by attacker,Disruption,,['Philippines'],"[['ASIA', 'SCS', 'SEA']]",[['State institutions / political system']],[['Government / ministries']],['Anonymous'],['Philippines'],['Non-state-group'],['Hacktivist(s)'],1,,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Attacker confirms,,,,Anonymous,Philippines,Non-state-group,Hacktivist(s),[],National power,National power; Third-party intervention / third-party affection,,Yes / HIIK intensity,HIIK 3,0,,,,,,No,,,,,True,none,Short-term disruption (< 24h; incident scores 1 point in intensity),none,none,none,1,Moderate - high political importance,1.0,,,,,,,,,,,,,,,,0,,,,,,,,,,['https://news.softpedia.com/news/Philippines-National-Telecommunications-Commission-Defaced-by-Anonymous-Hackers-338062.shtml']
470,Syrian Electronic Army vs. Saudi Arabian Ministry of Defense,Hackers from Syrian Electronic Army known for their hard core support for Syrian President Bashar Ul Assad have claimed to have breached the Saudi Arabian Ministry of Defense Email system and as a result number of secret emails correspondence have been leaked online.,2013-05-19,2013-05-19,"Attack conducted by non-state group / non-state actor with political goals (religious, ethnic, etc. groups) / undefined actor with political goals; Attack on (inter alia) political target(s), not politicized","Attack conducted by a state-affiliated group (includes state-sanctioned, state-supported, state-controlled but officially non-state actors) (“cyber-proxies”) / a group that is generally attributed as state-affiliated ; ",Incident disclosed by attacker,Data theft & Doxing,,['Saudi Arabia'],"[['ASIA', 'MENA', 'MEA', 'GULFC']]",[['State institutions / political system']],[['Government / ministries']],['Syrian Electronic Army'],['Syria'],['Non-state-group'],['Hacktivist(s)'],1,,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Attacker confirms,,,,Syrian Electronic Army,Syria,Non-state-group,Hacktivist(s),"['https://www.hackread.com/saudi-arabian-defense-ministry-mail-system-breached-secret-emails-leaked-by-syrian-electronic-army/', 'https://www.fireeye.com/blog/threat-research/2013/07/syrian-electronic-army-hacks-major-communications-websites.html', 'https://www.nytimes.com/2013/05/18/technology/financial-times-site-is-hacked.html?pagewanted=all&_r=0']",Unknown,Unknown,,Unknown,,0,,,,,,No,,,,,False,For private / commercial targets: sensitive information (incident scores 2 points in intensity),none,none,none,none,2,Moderate - high political importance,2.0,,,,,,,,,,,,,,,,0,,,,,,,,,,"['https://www.hackread.com/saudi-arabian-defense-ministry-mail-system-breached-secret-emails-leaked-by-syrian-electronic-army/', 'https://www.fireeye.com/blog/threat-research/2013/07/syrian-electronic-army-hacks-major-communications-websites.html', 'https://www.nytimes.com/2013/05/18/technology/financial-times-site-is-hacked.html?pagewanted=all&_r=0']"
471,Op Saudi,"Saudi branch of Anonymous hacktivist has launched cyberattack on Saudi Government websites, the operation has been named as ""#Op Saudi"".",2013-05-25,2013-05-25,"Attack on (inter alia) political target(s), not politicized",,Incident disclosed by attacker,Disruption,,['Saudi Arabia'],"[['ASIA', 'MENA', 'MEA', 'GULFC']]","[['State institutions / political system', 'State institutions / political system']]","[['Government / ministries', 'Civil service / administration']]",['Anonymous'],['Unknown'],['Non-state-group'],['Hacktivist(s)'],1,,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Attacker confirms,,,,Anonymous,Unknown,Non-state-group,Hacktivist(s),[],System / ideology; Other,Unknown,,Unknown,,0,,,,,,No,,,,,True,none,Short-term disruption (< 24h; incident scores 1 point in intensity),none,none,none,1,Moderate - high political importance,1.0,,,,,,,,,,,,,,,,0,,,,,,,,,,['http://www.ehackingnews.com/2013/05/opsaudi-anonymous-launched-cyber-attack.html']
472,HpHack vs. Syrian Ministry of Legal Affairs,Saudi hackergroup Hp-Hack defaces website of Syrian Ministry of Legal Affairs in support of anti-government protests.,2013-06-01,2013-06-01,"Attack conducted by non-state group / non-state actor with political goals (religious, ethnic, etc. groups) / undefined actor with political goals","Attack conducted by a state-affiliated group (includes state-sanctioned, state-supported, state-controlled but officially non-state actors) (“cyber-proxies”) / a group that is generally attributed as state-affiliated ",Incident disclosed by attacker,Disruption,,['Syria'],"[['ASIA', 'MENA', 'MEA']]",[['State institutions / political system']],[['Government / ministries']],['HpHack'],['Saudi Arabia'],['Non-state-group'],['Hacktivist(s)'],1,,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Attacker confirms,,,,HpHack,Saudi Arabia,Non-state-group,Hacktivist(s),[],System / ideology; National power,System/ideology; National power,,Yes / HIIK intensity,HIIK 5,0,,,,,,No,,,,,True,none,Short-term disruption (< 24h; incident scores 1 point in intensity),none,none,none,1,Moderate - high political importance,1.0,,,,,,,,,,,,,,,,0,,,,,,,,,,['https://news.softpedia.com/news/Saudi-Arabian-Hackers-Breach-Syrian-Ministry-of-Legal-Affairs-Website-357738.shtml']
473,Iran vs. USNavy,Iranian hackers enter non-classified navy computer systems.,2013-06-01,2013-10-01,"Attack conducted by non-state group / non-state actor with political goals (religious, ethnic, etc. groups) / undefined actor with political goals; Attack on (inter alia) political target(s), not politicized",,Incident disclosed by media (without further information on source); Incident disclosed by victim,Data theft,,['United States'],"[['NATO', 'NORTHAM']]",[['State institutions / political system']],[['Military']],,"['Iran, Islamic Republic of']","['Non-state actor, state-affiliation suggested']",,1,2013-01-01 00:00:00,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Attribution by receiver government / state entity,,,,,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",,['https://www.theverge.com/2013/9/27/4778400/us-officials-say-iranian-hackers-compromised-navy-computers'],International power,International power,,Yes / HIIK intensity,HIIK 2,0,,,,,,No,,,,,False,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),none,none,none,none,1,Moderate - high political importance,1.0,,,,,,,,,,,,,,,,0,,,,,,,,,,"['https://www.theverge.com/2014/2/18/5421636/us-navy-hack-by-iran-lasted-for-four-months-say-officials', 'https://www.theverge.com/2013/9/27/4778400/us-officials-say-iranian-hackers-compromised-navy-computers']"
474,Op Turkey,Turkish hackers take down two government websites in solidarity with anti-government protests.,2013-06-05,2013-06-05,"Attack conducted by non-state group / non-state actor with political goals (religious, ethnic, etc. groups) / undefined actor with political goals",,Incident disclosed by attacker,Data theft & Doxing; Disruption,,['Turkey'],"[['ASIA', 'NATO', 'MEA']]",[['State institutions / political system']],[['Government / ministries']],['Turk Hack Team'],['Turkey'],['Non-state-group'],['Hacktivist(s)'],1,,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Attacker confirms,,,,Turk Hack Team,Turkey,Non-state-group,Hacktivist(s),[],System / ideology,System/ideology,,Yes / HIIK intensity,HIIK 3,0,,,,,,No,,,,,True,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),Short-term disruption (< 24h; incident scores 1 point in intensity),none,none,none,2,Moderate - high political importance,2.0,,,,,,,,,,,,,,,,0,,,,,,,,,,['https://www.hackread.com/turkish-govt-hacked-by-turk-hack-team/']
475,SEA vs. Turkish Government,Hackergroup Syrian Electronic Army downs Turkish government websites and allegedly obtains personal information on PM staffers. Private e-mail addresses are leaked.,2013-06-05,2013-06-05,"Attack conducted by non-state group / non-state actor with political goals (religious, ethnic, etc. groups) / undefined actor with political goals; Attack on (inter alia) political target(s), not politicized","Attack conducted by a state-affiliated group (includes state-sanctioned, state-supported, state-controlled but officially non-state actors) (“cyber-proxies”) / a group that is generally attributed as state-affiliated ; ",Incident disclosed by attacker,Data theft & Doxing; Disruption,,['Turkey'],"[['ASIA', 'NATO', 'MEA']]",[['State institutions / political system']],[['Government / ministries']],['Syrian Electronic Army'],['Syria'],"['Non-state actor, state-affiliation suggested']","['Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)']",2,2013-01-01; 2013-01-01,"Technical report (e.g., by IT-companies, Citizen Lab, EFF); Self-attribution in the course of the attack (e.g., via defacement statements on websites)",IT-security community attributes attacker; Attacker confirms,,,,Syrian Electronic Army; Syrian Electronic Army,Syria; Syria,"Non-state actor, state-affiliation suggested; Non-state actor, state-affiliation suggested","Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case); Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)","['https://www.nytimes.com/2013/05/18/technology/financial-times-site-is-hacked.html?pagewanted=all&_r=0', 'https://www.fireeye.com/blog/threat-research/2014/08/connecting-the-dots-syrian-malware-team-uses-blackworm-for-attacks.html']",System / ideology,System/ideology,,Yes / HIIK intensity,HIIK 3,0,,,,,,No,,,,,True,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),Short-term disruption (< 24h; incident scores 1 point in intensity),none,none,none,2,Moderate - high political importance,2.0,,,,,,,,,,,,,,,,0,,,,,,,,,,"['https://news.softpedia.com/news/Syrian-Electronic-Army-Hacks-Website-of-Turkish-Ministry-of-Interior-358599.shtml', 'https://www.nytimes.com/2013/05/18/technology/financial-times-site-is-hacked.html?pagewanted=all&_r=0', 'https://www.fireeye.com/blog/threat-research/2014/08/connecting-the-dots-syrian-malware-team-uses-blackworm-for-attacks.html']"
